0001070e12375b62;000a454a4d555d65;1;0;31;12;0.00
0001070e12375b62;060a0e202651696b;1;0;31;1676;0.26
0001070e12375b62;070a18323d4a6165;1;1;31;34;0.01
0001070e12375b62;0a203a5063656c7a;1;1;31;10;0.00
0001070e12375b62;0b4e576364697a7d;1;1;31;184;0.03
0001070e12375b62;1b212a2b3c5c626a;1;0;31;126;0.02
0001070e12375b62;1c262c323b46696a;1;0;31;152;0.02
00010a1e4f5d6566;000a151e404d5a65;1;0;42;14;0.00
00010a1e4f5d6566;001e2829505d5e65;1;0;42;10;0.00
00010a1e4f5d6566;0215292f3a40415b;1;1;42;10;0.00
00010a1e4f5d6566;030508213249747d;1;0;42;12;0.00
00010a1e4f5d6566;031112215b62666a;1;0;42;402;0.09
00010a1e4f5d6566;04242a2e323e5a62;1;0;42;1451;0.31
00010a1e4f5d6566;050a0b1d585b617c;2;0;42;292;0.06
00010a1e4f5d6566;050d1532375b7c7d;1;1;42;135;0.03
00010a1e4f5d6566;070b4e6364697a7d;1;0;42;183;0.04
00010a1e4f5d6566;090c202530446274;1;0;42;227;0.05
00010a1e4f5d6566;0a1b1e20535d656c;1;1;42;996;0.21
00010a1e4f5d6566;0a1c262c323b5a69;1;0;42;1273;0.27
00010a1e4f5d6566;0a1e3b454d65686c;1;0;42;3013;0.64
00010a1e4f5d6566;0b1e1f283a4d5e7a;1;1;42;718;0.15
00010a1e4f5d6566;0f22324b4e616669;1;0;42;397;0.08
00010a1e4f5d6566;131e1f283865767b;1;1;42;10;0.00
00010a1e4f5d6566;1516192b2d5f627b;1;0;42;151;0.03
00010a1e4f5d6566;191b1e535963656c;1;1;42;10;0.00
00010a1e4f5d6566;1c262b2e3254626a;1;0;42;798;0.17
00010a1e4f5d6566;283235383a51697d;2;1;42;1950;0.42
00010a1e4f5d6566;2f3234393b585a65;1;1;42;11;0.00
00010a1e53555a65;00010a1f4f5d6566;1;0;345;47;0.08
00010a1e53555a65;00010a4a53555a65;5;1;345;1891;3.32
00010a1e53555a65;00010a4a53555d65;1;0;345;91;0.16
00010a1e53555a65;000122292f3b535a;1;0;345;32;0.06
00010a1e53555a65;000415282d505a62;1;1;345;17;0.03
00010a1e53555a65;000512212a3c5b5c;1;0;345;16;0.03
00010a1e53555a65;00070f152328537d;1;1;345;12;0.02
00010a1e53555a65;000a1753555d6566;2;1;345;407;0.72
00010a1e53555a65;000a1a4a535d5e65;1;0;345;70;0.12
00010a1e53555a65;000a3e4e59656672;1;1;345;10;0.02
00010a1e53555a65;00121b212a3c5c62;1;1;345;14;0.02
00010a1e53555a65;001320313a516365;1;1;345;36;0.06
00010a1e53555a65;00194e576364697d;1;0;345;11;0.02
00010a1e53555a65;001a1e2829505e65;2;1;345;334;0.59
00010a1e53555a65;001a282938505e65;1;1;345;15;0.03
00010a1e53555a65;001a294a535d5e65;1;0;345;66;0.12
00010a1e53555a65;020b151e2d5d6566;2;2;345;900;1.58
00010a1e53555a65;020b151e40536568;1;1;345;22;0.04
00010a1e53555a65;0228292f383a415a;1;0;345;25;0.04
00010a1e53555a65;0305071222646b7d;1;0;345;212;0.37
00010a1e53555a65;03051b232a32617d;1;1;345;13;0.02
00010a1e53555a65;030c121621315b62;1;0;345;427;0.75
00010a1e53555a65;04050f191e3b5a69;1;0;345;10;0.02
00010a1e53555a65;0405242a32465a5b;1;0;345;35;0.06
00010a1e53555a65;0405242a32465a62;2;0;345;202;0.35
00010a1e53555a65;04060f17235f6669;2;0;345;94;0.17
00010a1e53555a65;040f2324495a697d;1;1;345;53;0.09
00010a1e53555a65;04242a2e323e5a62;3;2;345;1451;2.55
00010a1e53555a65;04242a2e32495a62;1;1;345;84;0.15
00010a1e53555a65;04242a3246495a62;1;1;345;18;0.03
00010a1e53555a65;05060e1e2326656b;1;1;345;48;0.08
00010a1e53555a65;05070c3738405b7b;1;1;345;32;0.06
00010a1e53555a65;0509233f43546669;1;1;345;12;0.02
00010a1e53555a65;050a0b1d585b617c;1;1;345;292;0.51
00010a1e53555a65;050a0b28384f5a69;1;0;345;334;0.59
00010a1e53555a65;050a1e20324d6365;1;1;345;16;0.03
00010a1e53555a65;050a20323a4e6369;1;0;345;235;0.41
00010a1e53555a65;050a203a414d6369;1;0;345;202;0.35
00010a1e53555a65;051017202e373a62;1;0;345;46;0.08
00010a1e53555a65;051528354d65687a;1;0;345;17;0.03
00010a1e53555a65;051732364f616977;1;0;345;390;0.69
00010a1e53555a65;05191d255a627479;1;0;345;43;0.08
00010a1e53555a65;0520293235364f5b;3;0;345;1537;2.70
00010a1e53555a65;060a0b0e2026506b;1;0;345;45;0.08
00010a1e53555a65;060a0e202651696b;4;2;345;1676;2.94
00010a1e53555a65;060a232d3141667d;1;1;345;52;0.09
00010a1e53555a65;060b0f1d27565a7d;3;2;345;1179;2.07
00010a1e53555a65;060b191d25485a62;1;0;345;240;0.42
00010a1e53555a65;060b191d25485a7d;2;2;345;229;0.40
00010a1e53555a65;060b1d2748565a62;1;0;345;123;0.22
00010a1e53555a65;060b2223253f425f;1;0;345;25;0.04
00010a1e53555a65;060e1e23264d696b;1;1;345;10;0.02
00010a1e53555a65;060f2223255f6669;2;2;345;369;0.65
00010a1e53555a65;062223253f5f6669;1;0;345;594;1.04
00010a1e53555a65;07090f1254697a7d;2;0;345;921;1.62
00010a1e53555a65;070912292d5b667d;1;0;345;16;0.03
00010a1e53555a65;07093f43475b6166;1;1;345;12;0.02
00010a1e53555a65;070a183d474a6169;1;0;345;23;0.04
00010a1e53555a65;070b121b25295b5e;1;1;345;24;0.04
00010a1e53555a65;070b174e6364697a;1;0;345;20;0.04
00010a1e53555a65;070b293839444e69;1;0;345;42;0.07
00010a1e53555a65;0710151e37535b68;1;0;345;23;0.04
00010a1e53555a65;07232440474d5b65;1;0;345;20;0.04
00010a1e53555a65;08090f233f435466;1;1;345;95;0.17
00010a1e53555a65;080e24325b5c6a7b;1;0;345;24;0.04
00010a1e53555a65;081d20275662747c;1;1;345;10;0.02
00010a1e53555a65;08303f42435b5c66;1;1;345;72;0.13
00010a1e53555a65;090c0f2e303f445b;1;0;345;42;0.07
00010a1e53555a65;090c202530446274;1;1;345;227;0.40
00010a1e53555a65;090f123234486169;2;1;345;548;0.96
00010a1e53555a65;090f123f43546669;1;0;345;628;1.10
00010a1e53555a65;091b252d585b6266;1;0;345;11;0.02
00010a1e53555a65;09233f4348545b66;1;0;345;11;0.02
00010a1e53555a65;09233f4348546669;1;0;345;445;0.78
00010a1e53555a65;09323f4348546669;1;0;345;60;0.11
00010a1e53555a65;0a0b0f586364696d;1;1;345;11;0.02
00010a1e53555a65;0a0b151e40516568;1;0;345;15;0.03
00010a1e53555a65;0a0b15404a536869;1;0;345;28;0.05
00010a1e53555a65;0a0b1e284d5d5e65;1;1;345;11;0.02
00010a1e53555a65;0a0b203a3e516566;1;1;345;47;0.08
00010a1e53555a65;0a0d1f4d595d6b7a;1;0;345;698;1.23
00010a1e53555a65;0a0d1f4d59636b7a;1;0;345;271;0.48
00010a1e53555a65;0a0d41535963696b;1;0;345;20;0.04
00010a1e53555a65;0a0e151e264d5a65;4;2;345;2457;4.32
00010a1e53555a65;0a0e151e264d6365;1;1;345;15;0.03
00010a1e53555a65;0a12151e37384065;1;0;345;17;0.03
00010a1e53555a65;0a121d22272a5b62;1;0;345;14;0.02
00010a1e53555a65;0a151e40414d6568;3;2;345;684;1.20
00010a1e53555a65;0a1540414a4d6869;2;1;345;1913;3.36
00010a1e53555a65;0a17323b4a4e6169;2;1;345;1720;3.02
00010a1e53555a65;0a182c323d4a5a65;3;1;345;1193;2.10
00010a1e53555a65;0a182c323d4a5a69;7;4;345;3924;6.90
00010a1e53555a65;0a182c323d4a6169;2;1;345;314;0.55
